Age at Training,SEX,EVENT_YEAR,GRADE,STATE,ZIP_CODE,ASVAB_AFQT_PERCENTILE,ASVAB_ADMIN,ASVAB_ELEC,ASVAB_GEN,ASVAB_MECH,ASVAB_AVERAGE,MARITAL_STATUS,Grad,Elim
19,M,2003,85,WA,99011,36,43,47,32,22,36,S,Yes,No
33,M,2003,82,TX,76549,36,27,26,42,49,36,S,Yes,No
20,M,2004,80,GA,30030,36,49,45,28,22,36,S,Yes,No
18,M,2003,79,WA,99011,36,43,47,32,22,36,S,Yes,No
18,M,2004,72,IL,62225,37,37,38,44,25,36,S,Yes,No
19,F,2003,89,WA,98338,38,39,33,38,34,36,M,Yes,No
19,M,2003,87,CA,95903,37,37,25,44,38,36,M,Yes,No
25,M,2004,78,SC,29152,37,50,38,30,26,36,M,Yes,No
22,M,2004,81,AK,99705,37,45,40,33,26,36,D,Yes,No
19,F,2004,75,MO,63373,36,48,38,29,30,36.25,S,No,Yes
19,F,2004,40,IN,46323,37,50,27,42,26,36.25,S,No,Yes
20,F,2003,83,TX,76310,42,50,36,37,22,36.25,UNKNOWN,Yes,No
19,F,2003,83,TX,78362,44,50,26,41,28,36.25,UNKNOWN,Yes,No
31,F,2003,82,NY,11237,39,44,43,36,22,36.25,UNKNOWN,Yes,No
18,F,2004,81,GA,31548,44,51,31,39,24,36.25,UNKNOWN,Yes,No
18,F,2003,77,NY,11722,45,54,19,39,33,36.25,UNKNOWN,Yes,No
26,M,2005,97,MD,21060,41,52,25,32,36,36.25,S,Yes,No
23,M,2003,88,OH,45405,37,37,34,36,38,36.25,S,Yes,No
23,F,2003,87,OH,43215,37,41,33,40,31,36.25,S,Yes,No
21,F,2005,80,WV,26032,40,50,40,32,23,36.25,S,Yes,No
18,F,2005,78,MI,49047,47,50,26,44,25,36.25,S,Yes,No
41,M,2004,100,CT,06790,32,30,36,37,42,36.25,M,Yes,No
42,M,2005,95,AR,72023,33,39,30,30,46,36.25,M,Yes,No
35,M,2004,87,GU,96921,40,39,24,44,38,36.25,M,Yes,No
26,M,2004,86,AK,99702,37,32,28,49,36,36.25,M,Yes,No
23,M,2004,84,CA,91768,34,31,34,37,43,36.25,M,Yes,No
19,F,2003,82,IA,50501,36,45,33,32,35,36.25,M,Yes,No
40,M,2004,80,MA,02149,37,27,27,39,52,36.25,M,Yes,No
19,F,2003,77,CO,80916,37,43,40,36,26,36.25,M,Yes,No
19,M,2003,92,TX,79904,40,43,33,40,29,36.25,D,Yes,No
19,F,2003,84,UT,84315,36,43,49,33,20,36.25,D,Yes,No
20,M,2003,89,HI,96782,37,44,36,33,33,36.5,UNKNOWN,Yes,No
23,F,2004,86,NY,10989,41,51,36,33,26,36.5,UNKNOWN,Yes,No
43,M,2003,80,LA,70460,34,37,36,33,40,36.5,UNKNOWN,Yes,No
19,F,2003,92,HI,96789,37,47,35,33,31,36.5,S,Yes,No
22,M,2004,88,IL,62688,34,35,41,34,36,36.5,S,Yes,No
20,M,2004,84,NC,27804,30,31,40,39,36,36.5,S,Yes,No
20,M,2004,83,KY,40160,40,50,29,33,34,36.5,S,Yes,No
21,M,2004,81,OH,43224,37,46,35,37,28,36.5,S,Yes,No
19,M,2004,80,GA,31907,43,51,36,37,22,36.5,S,Yes,No
20,M,2003,80,AL,36560,36,40,40,34,32,36.5,S,Yes,No
19,M,2004,78,WA,98390,37,51,37,33,25,36.5,S,Yes,No
20,M,2005,77,IL,60649,36,41,36,36,33,36.5,S,Yes,No
21,F,2004,74,MS,39766,42,54,32,33,27,36.5,S,Yes,No
22,M,2005,73,CT,6484,36,37,31,40,38,36.5,S,Yes,No
25,F,2004,71,NJ,7502,44,48,26,42,30,36.5,S,Yes,No
36,M,2005,91,IN,46845,32,37,24,33,52,36.5,M,Yes,No
38,M,2005,90,LA,71109,29,25,31,38,52,36.5,M,Yes,No
36,M,1999,90,AZ,85641,34,23,22,33,68,36.5,M,Yes,No
19,F,2004,84,KS,67207,42,47,26,40,33,36.5,M,Yes,No
43,M,2004,83,CO,80026,30,30,25,33,58,36.5,M,Yes,No
20,M,2003,82,GA,31098,36,45,33,32,36,36.5,M,Yes,No
20,M,2003,78,LA,71106,36,41,50,33,22,36.5,M,Yes,No
19,F,2004,75,FL,32925,36,41,33,36,36,36.5,M,Yes,No
20,F,2003,83,OK,73121,44,67,31,27,22,36.75,UNKNOWN,No,Yes
20,F,2004,75,ID,83647,45,42,22,50,33,36.75,S,No,Yes
19,F,2004,70,NV,89191,37,35,34,47,31,36.75,S,No,Yes
19,F,2005,70,VA,20190,49,55,20,44,28,36.75,S,No,Yes
20,M,2004,79,AL,36116,40,55,39,29,24,36.75,M,No,Yes
19,F,2004,89,AL,36066,42,51,30,34,32,36.75,UNKNOWN,Yes,No
21,F,2003,79,NY,11221,42,37,38,50,22,36.75,UNKNOWN,Yes,No
19,F,2003,79,MI,48192,42,46,32,39,30,36.75,UNKNOWN,Yes,No
22,F,2004,89,VA,23875,42,54,30,33,30,36.75,S,Yes,No
18,F,2004,87,MD,20785,37,37,33,44,33,36.75,S,Yes,No
19,M,2004,82,LA,71110,40,34,26,51,36,36.75,S,Yes,No
19,M,2004,81,SC,29150,36,41,50,33,23,36.75,S,Yes,No
18,M,2005,79,PA,15926,43,45,31,42,29,36.75,S,Yes,No
19,M,2003,78,IL,62677,32,32,30,36,49,36.75,S,Yes,No
19,F,2003,75,OK,74116,37,41,35,40,31,36.75,S,Yes,No
19,F,2004,73,NV,89191,37,35,34,47,31,36.75,S,Yes,No
19,M,2003,71,CO,80914,41,47,36,38,26,36.75,S,Yes,No
24,M,2003,96,MI,48040,30,27,39,38,43,36.75,M,Yes,No
33,F,2005,90,WA,98021,37,43,30,36,38,36.75,M,Yes,No
19,M,2003,86,LA,71111,36,47,50,28,22,36.75,M,Yes,No
19,M,2004,84,TX,78236,43,52,33,36,26,36.75,M,Yes,No
19,M,2003,82,AE,9603,41,55,33,30,29,36.75,M,Yes,No
19,M,2004,80,TX,76306,37,37,35,44,31,36.75,M,Yes,No
19,M,2004,80,CA,92591,37,45,33,33,36,36.75,M,Yes,No
20,M,2004,80,AZ,85708,36,37,31,40,39,36.75,M,Yes,No
19,F,2004,87,TX,78251,40,43,39,40,25,36.75,D,Yes,No
19,M,2003,85,ND,58203,40,50,40,32,25,36.75,D,Yes,No
28,M,2003,83,OH,43920,36,28,25,51,43,36.75,D,Yes,No
21,F,2004,77,SC,29154,43,50,26,38,33,36.75,D,Yes,No
18,F,2004,74,CA,95901,43,55,30,33,29,36.75,D,Yes,No
31,M,2003,78,CA,92307,37,39,29,46,34,37,UNKNOWN,No,Yes
19,F,2004,74,DC,20032,37,45,44,36,23,37,S,No,Yes
18,F,2004,96,NC,28304,45,59,33,33,23,37,S,Yes,No
24,F,2005,93,VA,22303,48,45,22,55,26,37,S,Yes,No
19,F,2005,93,OK,73135,43,55,34,33,26,37,S,Yes,No
24,M,2004,89,CA,94605,45,48,29,29,42,37,S,Yes,No
19,M,2003,88,AE,9009,42,45,39,42,22,37,S,Yes,No
24,F,2004,86,RI,2852,24,59,44,24,21,37,S,Yes,No
19,M,2004,81,PA,15216,37,31,40,42,35,37,S,Yes,No
18,F,2005,80,MA,2150,38,37,35,40,36,37,S,Yes,No
20,M,2005,77,AL,35578,36,43,36,33,36,37,S,Yes,No
19,M,2003,76,GA,31636,36,35,24,42,47,37,S,Yes,No
19,F,2004,75,TX,78570,40,44,39,37,28,37,S,Yes,No
18,F,2003,74,TX,78539,42,44,36,41,27,37,S,Yes,No
20,F,2004,72,TX,75147,40,43,40,40,25,37,S,Yes,No
18,F,2003,95,MT,59405,41,51,33,33,31,37,M,Yes,No
21,F,2003,93,DE,19901,46,52,26,42,28,37,M,Yes,No
29,M,2004,91,OH,43147,35,35,40,37,36,37,M,Yes,No
19,M,2004,86,SC,29152,42,45,38,42,23,37,M,Yes,No
19,M,2005,86,LA,71112,37,52,43,24,29,37,M,Yes,No
33,M,2005,80,NV,89018,36,37,33,38,40,37,M,Yes,No
20,F,2005,80,ND,58201,39,45,33,33,37,37,M,Yes,No
21,M,2004,79,FL,32405,37,35,23,42,48,37,M,Yes,No
23,M,2005,79,MT,59401,41,49,36,33,30,37,M,Yes,No
19,M,2003,77,NJ,8060,37,43,49,36,20,37,M,Yes,No
20,M,2003,77,TX,78361,36,32,34,44,38,37,M,Yes,No
25,M,2005,74,MD,20613,37,17,43,32,56,37,M,Yes,No
43,M,2004,72,LA,71119,20,20,54,32,42,37,M,Yes,No
19,F,2004,75,CO,80909,37,37,40,42,29,37,D,Yes,No
22,M,2004,73,KS,66441,43,54,29,36,30,37.25,S,No,Yes
23,M,2004,70,CA,92553,30,35,39,30,45,37.25,S,Yes,No
20,F,2003,86,GA,30038,43,55,43,34,17,37.25,UNKNOWN,Yes,No
18,F,2004,85,SC,29379,44,55,37,36,21,37.25,UNKNOWN,Yes,No
18,F,2003,83,FL,33147,43,57,35,33,24,37.25,UNKNOWN,Yes,No
20,M,2003,82,LA,70401,40,42,33,39,35,37.25,UNKNOWN,Yes,No
18,F,2003,80,TX,78666,38,59,30,32,28,37.25,UNKNOWN,Yes,No
22,F,2004,96,CA,92114,43,54,27,36,32,37.25,S,Yes,No
20,M,2003,94,GA,31098,46,51,42,42,14,37.25,S,Yes,No
19,M,2004,93,NJ,8012,36,45,49,30,25,37.25,S,Yes,No
35,M,2004,88,GU,96912,35,30,40,42,37,37.25,S,Yes,No
35,M,2003,87,MS,39206,42,41,26,40,42,37.25,S,Yes,No
23,M,2004,83,CA,92553,30,35,39,30,45,37.25,S,Yes,No
19,M,2003,79,MT,59405,42,46,31,41,31,37.25,S,Yes,No
21,M,2004,78,GA,31405,38,51,44,32,22,37.25,S,Yes,No
18,F,2004,77,MT,59405,41,46,34,37,32,37.25,S,Yes,No
20,F,2004,77,IN,47150,40,48,39,34,28,37.25,S,Yes,No
20,M,2004,76,MT,59405,41,46,39,37,27,37.25,S,Yes,No
18,F,2003,75,MA,2553,41,47,44,38,20,37.25,S,Yes,No
18,F,2004,75,CA,92683,44,52,26,38,33,37.25,S,Yes,No
22,M,2004,72,KS,66441,43,54,29,36,30,37.25,S,Yes,No
41,M,1999,84,FL,32073,43,35,23,44,47,37.25,M,Yes,No
25,M,2004,78,OR,97601,37,39,28,42,40,37.25,M,Yes,No
29,M,2004,70,NV,89103,38,33,37,44,35,37.25,M,Yes,No
38,F,2004,99,IN,47302,38,47,26,38,38,37.25,D,Yes,No
24,F,2004,93,AZ,85008,40,39,35,42,33,37.25,D,Yes,No
25,F,2003,93,TX,77034,43,51,33,37,28,37.25,D,Yes,No
19,M,2003,77,CA,92284,38,35,43,33,39,37.5,UNKNOWN,No,Yes
20,F,2003,81,DE,19702,42,42,34,44,30,37.5,S,No,Yes
21,M,2004,67,CA,95301,40,35,46,46,23,37.5,S,No,Yes
19,F,2003,60,WA,99027,42,41,40,47,22,37.5,M,Yes,No
24,F,2003,88,PA,19132,42,39,35,48,28,37.5,UNKNOWN,Yes,No
34,F,2003,84,CT,06512,40,41,47,36,26,37.5,UNKNOWN,Yes,No
19,F,2003,83,TX,77590,44,67,39,27,17,37.5,UNKNOWN,Yes,No
19,M,2003,83,LA,70094,38,39,32,39,40,37.5,UNKNOWN,Yes,No
30,M,2004,80,CA,93726,32,31,33,34,52,37.5,UNKNOWN,Yes,No
19,M,2003,77,OK,73135,43,48,28,41,33,37.5,UNKNOWN,Yes,No
19,M,2003,96,IA,51501,47,67,28,30,25,37.5,S,Yes,No
22,M,2004,90,CA,93560,36,32,35,44,39,37.5,S,Yes,No
20,M,2004,89,AZ,85304,40,59,35,26,30,37.5,S,Yes,No
19,M,2004,86,TX,79930,42,40,31,46,33,37.5,S,Yes,No
21,F,2004,85,TX,76133,38,59,33,32,26,37.5,S,Yes,No
19,M,2004,84,VA,22306,40,39,21,44,46,37.5,S,Yes,No
19,F,2004,81,GA,31907,45,55,32,37,26,37.5,S,Yes,No
23,M,2005,79,UT,84790,36,35,30,40,45,37.5,S,Yes,No
19,F,2005,77,NJ,7522,50,56,26,44,24,37.5,S,Yes,No
19,M,2004,76,WA,99022,40,37,30,47,36,37.5,S,Yes,No
19,M,2003,75,AE,9464,42,44,36,42,28,37.5,S,Yes,No
24,M,2004,93,PA,15220,21,39,19,19,73,37.5,M,Yes,No
21,M,2004,93,IL,62703,34,47,35,28,40,37.5,M,Yes,No
26,M,2004,92,VA,23666,36,39,33,36,42,37.5,M,Yes,No
18,M,2004,90,AZ,85335,42,50,40,36,24,37.5,M,Yes,No
24,M,2004,84,AR,72034,36,41,33,33,43,37.5,M,Yes,No
20,F,2004,83,WY,82001,42,46,29,39,36,37.5,M,Yes,No
18,M,2004,82,MT,59405,44,56,30,33,31,37.5,M,Yes,No
18,F,2003,80,OH,45424,37,39,40,42,29,37.5,M,Yes,No
19,M,2004,80,OH,44109,36,37,44,38,31,37.5,M,Yes,No
33,M,2005,77,TN,37087,29,35,45,24,46,37.5,M,Yes,No
22,M,2003,76,NE,68123,40,37,26,47,40,37.5,M,Yes,No
19,F,2003,76,WA,99027,42,41,40,47,22,37.5,M,Yes,No
22,M,2003,75,SC,29229,41,42,41,41,27,37.75,UNKNOWN,No,Yes
19,F,2004,65,SC,29330,40,46,46,36,23,37.75,S,Yes,No
19,F,2004,65,SC,29330,40,46,46,36,23,37.75,S,Yes,No
19,F,2003,78,GA,30058,42,48,39,37,27,37.75,UNKNOWN,Yes,No
20,F,2004,94,CA,94535,43,47,23,42,39,37.75,S,Yes,No
20,M,2004,89,MD,21012,38,51,32,34,34,37.75,S,Yes,No
18,F,2003,88,PA,15108,38,50,36,40,25,37.75,S,Yes,No
19,F,2004,85,TX,77327,41,51,46,33,21,37.75,S,Yes,No
35,M,2005,84,GA,30058,38,27,46,33,45,37.75,S,Yes,No
18,M,2004,83,TX,75645,38,31,37,39,44,37.75,S,Yes,No
19,F,2004,83,CA,93612,42,55,33,32,31,37.75,S,Yes,No
19,F,2005,82,MI,49862,44,52,33,38,28,37.75,S,Yes,No
19,F,2004,82,SC,29330,40,46,46,36,23,37.75,S,Yes,No
19,F,2004,82,NC,28659,42,59,41,29,22,37.75,S,Yes,No
19,F,2004,80,LA,71409,43,41,39,49,22,37.75,S,Yes,No
18,F,2004,79,IL,62449,42,56,43,30,22,37.75,S,Yes,No
20,M,2003,78,CO,80917,40,50,28,32,41,37.75,S,Yes,No
30,F,2003,95,VA,22079,38,49,34,42,26,37.75,M,Yes,No
45,M,2004,91,WA,98498,31,19,41,22,69,37.75,M,Yes,No
28,F,2004,81,AZ,85339,44,43,26,49,33,37.75,M,Yes,No
20,F,2004,79,WA,99001,37,45,34,36,36,37.75,M,Yes,No
30,F,2005,79,CA,93063,44,39,28,53,31,37.75,M,Yes,No
20,F,2004,79,AL,36025,44,45,26,47,33,37.75,M,Yes,No
21,F,2004,88,NV,89081,42,49,33,38,31,37.75,D,Yes,No
18,M,2004,78,TX,78229,42,45,35,42,29,37.75,D,Yes,No
21,M,2004,85,TX,76908,45,41,25,53,33,38,S,No,Yes
21,M,2003,94,TX,76311,41,50,39,34,29,38,UNKNOWN,Yes,No
20,F,2004,82,GA,30238,45,67,39,29,17,38,UNKNOWN,Yes,No
19,F,2003,81,WV,25064,42,65,38,26,23,38,UNKNOWN,Yes,No
19,F,2003,77,AL,36110,39,48,32,39,33,38,UNKNOWN,Yes,No
19,F,2004,95,CA,93536,44,54,24,37,37,38,S,Yes,No
20,M,2005,88,TX,75067,39,47,44,32,29,38,S,Yes,No
41,M,2004,88,CA,92026,36,41,24,40,47,38,S,Yes,No
18,F,2004,81,CT,06096,48,56,23,42,31,38,S,Yes,No
19,F,2004,80,CA,93906,41,39,32,44,37,38,S,Yes,No
20,F,2004,78,WI,54880,38,42,42,39,29,38,S,Yes,No
18,M,2004,76,CT,6109,40,35,26,49,42,38,S,Yes,No
19,M,2005,75,LA,71302,41,43,43,42,24,38,S,Yes,No
27,M,2003,75,GU,96929,41,52,30,32,38,38,S,Yes,No
20,M,2005,74,NV,89406,36,35,49,40,28,38,S,Yes,No
24,M,2001,91,CO,80129,36,32,44,47,29,38,M,Yes,No
23,F,2004,89,CA,92392,47,48,27,48,29,38,M,Yes,No
26,M,2004,88,NY,10710,40,47,46,36,23,38,M,Yes,No
20,M,2005,85,AE,9012,43,55,40,33,24,38,M,Yes,No
20,M,2003,76,SC,29152,37,43,40,38,31,38,M,Yes,No
19,F,2003,74,WY,82005,36,37,39,38,38,38,M,Yes,No
19,F,2004,73,OH,45324,45,55,28,38,31,38,M,Yes,No
22,M,2003,72,VA,23803,36,47,52,28,25,38,D,Yes,No
23,M,2004,92,TX,76908,42,42,32,42,37,38.25,S,No,Yes
21,M,2005,90,WA,98580,40,43,45,38,27,38.25,M,Yes,No
19,M,2003,89,FL,33543,30,37,38,28,50,38.25,W,Yes,No
24,M,2003,90,LA,70811,39,42,45,36,30,38.25,UNKNOWN,Yes,No
18,M,2003,86,OR,97424,42,46,24,41,42,38.25,UNKNOWN,Yes,No
19,M,2003,81,GA,31779,42,54,42,33,24,38.25,UNKNOWN,Yes,No
19,M,2003,80,IN,46221,43,57,40,33,23,38.25,UNKNOWN,Yes,No
23,M,2003,75,CA,94591,42,54,33,34,32,38.25,UNKNOWN,Yes,No
24,M,2004,91,MI,49315,37,47,25,33,48,38.25,S,Yes,No
21,M,2004,89,TX,76208,40,46,33,36,38,38.25,S,Yes,No
19,M,2004,89,FL,33621,37,37,30,44,42,38.25,S,Yes,No
20,F,2004,87,SD,57706,45,43,39,51,20,38.25,S,Yes,No
22,F,2004,84,IA,52656,42,46,48,39,20,38.25,S,Yes,No
20,M,2004,84,IA,51040,32,30,33,38,52,38.25,S,Yes,No
20,F,2004,83,AZ,85367,42,48,45,39,21,38.25,S,Yes,No
23,F,2004,82,OK,74055,42,46,32,39,36,38.25,S,Yes,No
19,M,2004,82,WY,82007,36,35,38,39,41,38.25,S,Yes,No
37,M,2005,81,CA,90731,39,37,34,49,33,38.25,S,Yes,No
22,M,2003,80,MO,64625,32,28,40,40,45,38.25,S,Yes,No
19,F,2004,80,CA,94086,48,72,29,29,23,38.25,S,Yes,No
20,F,2004,78,ND,58201,41,41,33,44,35,38.25,S,Yes,No
19,F,2003,73,MO,65305,42,54,38,33,28,38.25,S,Yes,No
36,M,2004,96,VT,5478,48,45,39,37,32,38.25,M,Yes,No
19,M,2004,92,GA,31601,37,39,43,40,31,38.25,M,Yes,No
21,M,2005,91,WA,98580,40,43,45,38,27,38.25,M,Yes,No
23,M,2004,90,PR,983,42,55,40,32,26,38.25,M,Yes,No
19,M,2004,84,GA,30013,36,43,52,32,26,38.25,M,Yes,No
28,M,2004,82,AP,96367,34,32,50,40,31,38.25,M,Yes,No
36,F,2004,80,MA,02726,35,61,28,36,28,38.25,M,Yes,No
19,F,2004,79,SC,29154,39,41,31,40,41,38.25,M,Yes,No
19,M,2005,78,NE,68123,42,45,31,40,37,38.25,M,Yes,No
19,M,2003,76,ND,58703,42,42,31,42,38,38.25,M,Yes,No
44,M,2004,75,FL,33612,43,35,33,40,45,38.25,M,Yes,No
20,M,2004,71,MO,65336,36,39,40,36,38,38.25,M,Yes,No
19,F,2004,82,GA,31028,41,55,45,30,23,38.25,D,Yes,No
19,M,2003,70,KY,40228,40,44,35,37,38,38.5,UNKNOWN,No,Yes
19,M,2003,61,MS,39534,41,52,39,32,31,38.5,S,No,Yes
19,M,2003,66,KY,40228,40,44,35,37,38,38.5,UNKNOWN,Yes,No
18,M,2003,89,CA,95828,40,54,43,30,27,38.5,UNKNOWN,Yes,No
20,F,2004,89,NY,12210,43,54,37,36,27,38.5,UNKNOWN,Yes,No
22,F,2004,88,CA,94401,45,50,34,42,28,38.5,UNKNOWN,Yes,No
44,M,2004,87,AR,72834,32,40,36,37,41,38.5,UNKNOWN,Yes,No
29,M,2004,86,PR,00795,41,40,30,42,42,38.5,UNKNOWN,Yes,No
19,M,2003,82,AL,35810,42,55,35,33,31,38.5,UNKNOWN,Yes,No
21,M,2004,78,OH,43015,39,46,35,30,43,38.5,UNKNOWN,Yes,No
19,M,2003,72,MI,48234,40,44,43,37,30,38.5,UNKNOWN,Yes,No
19,F,2005,97,PA,19116,39,49,28,40,37,38.5,S,Yes,No
19,F,2003,96,ID,83647,36,43,33,33,45,38.5,S,Yes,No
22,F,2004,92,NM,88103,37,40,36,36,42,38.5,S,Yes,No
22,F,2004,90,NJ,07504,45,51,34,41,28,38.5,S,Yes,No
19,M,2004,88,AP,96367,37,45,40,36,33,38.5,S,Yes,No
21,M,2003,86,PR,949,42,44,36,41,33,38.5,S,Yes,No
21,M,2003,84,FL,32303,43,48,28,41,37,38.5,S,Yes,No
19,M,2004,82,PA,15001,40,40,29,41,44,38.5,S,Yes,No
20,M,2003,82,CA,95681,42,57,37,30,30,38.5,S,Yes,No
18,M,2005,81,NJ,7503,38,37,49,40,28,38.5,S,Yes,No
19,M,2004,80,AL,36260,44,54,41,37,22,38.5,S,Yes,No
18,F,2004,80,IA,50002,40,50,49,32,23,38.5,S,Yes,No
20,M,2004,78,MS,39534,41,52,39,32,31,38.5,S,Yes,No
20,M,2003,77,VA,22408,46,55,33,40,26,38.5,S,Yes,No
20,M,2004,75,LA,71459,43,50,43,39,22,38.5,S,Yes,No
28,M,2004,95,TX,76179,39,41,47,49,17,38.5,M,Yes,No
24,M,2004,91,NC,27604,41,67,27,44,16,38.5,M,Yes,No
28,F,2005,88,MO,65305,37,55,34,40,25,38.5,M,Yes,No
21,M,2004,88,CA,93437,37,49,44,30,31,38.5,M,Yes,No
20,M,2003,86,MD,21222,40,30,26,55,43,38.5,M,Yes,No
28,F,2005,85,MO,65305,37,55,34,40,25,38.5,M,Yes,No
21,M,2004,85,OH,44306,39,40,37,39,38,38.5,M,Yes,No
28,F,2004,84,WI,54205,44,44,29,48,33,38.5,M,Yes,No
21,M,2004,83,AZ,85355,37,43,44,38,29,38.5,M,Yes,No
19,M,2003,82,AP,96367,37,45,34,33,42,38.5,M,Yes,No
20,F,2003,81,MD,20715,41,41,30,44,39,38.5,M,Yes,No
19,F,2003,81,PA,15234,41,63,39,23,29,38.5,M,Yes,No
22,F,2004,78,FL,32578,37,45,40,36,33,38.5,M,Yes,No
31,F,2003,78,AR,72076,39,39,39,41,35,38.5,M,Yes,No
18,M,2004,77,GA,31705,42,52,43,33,26,38.5,M,Yes,No
25,M,2004,77,TX,78245,35,29,32,42,51,38.5,M,Yes,No
20,M,2004,76,TX,78245,44,47,24,44,39,38.5,M,Yes,No
19,F,2003,86,TX,78109,46,52,40,42,20,38.5,D,Yes,No
19,M,2003,86,TX,76908,43,46,39,42,28,38.75,UNKNOWN,Yes,No
22,M,2003,85,AL,35205,40,37,37,44,37,38.75,UNKNOWN,Yes,No
19,M,2003,84,LA,71463,42,48,43,39,25,38.75,UNKNOWN,Yes,No
18,F,2003,83,WI,53579,41,48,34,36,37,38.75,UNKNOWN,Yes,No
19,F,2003,82,TX,76908,41,44,42,39,30,38.75,UNKNOWN,Yes,No
20,M,2003,80,NY,14094,35,44,37,29,45,38.75,UNKNOWN,Yes,No
38,M,2004,80,OR,97603,35,31,42,33,49,38.75,UNKNOWN,Yes,No
18,F,2003,77,LA,70056,43,63,35,29,28,38.75,UNKNOWN,Yes,No
42,M,2003,73,AL,35620,41,40,35,45,35,38.75,UNKNOWN,Yes,No
26,F,2005,92,NC,28311,42,45,49,42,19,38.75,S,Yes,No
20,M,2005,91,KY,42701,42,55,45,32,23,38.75,S,Yes,No
19,F,2003,88,NE,68113,45,54,41,39,21,38.75,S,Yes,No
19,M,2004,86,OK,73034,44,55,41,36,23,38.75,S,Yes,No
19,M,2004,80,TX,76522,48,59,27,39,30,38.75,S,Yes,No
19,M,2004,80,OH,45335,37,34,33,49,39,38.75,S,Yes,No
19,M,2004,79,OH,43046,33,44,50,26,35,38.75,S,Yes,No
18,F,2003,75,CA,94534,47,52,33,44,26,38.75,S,Yes,No
19,M,2004,75,IL,62526,36,34,46,44,31,38.75,S,Yes,No
20,F,2003,95,RI,2861,37,49,52,32,22,38.75,M,Yes,No
21,F,2003,89,MD,20762,36,30,40,47,38,38.75,M,Yes,No
20,F,2003,88,TX,78254,46,52,38,42,23,38.75,M,Yes,No
23,F,2005,85,CA,93313,42,49,39,36,31,38.75,M,Yes,No
32,M,2004,85,WV,25413,36,41,26,33,55,38.75,M,Yes,No
19,F,2004,82,CA,94608,45,45,35,49,26,38.75,M,Yes,No
19,F,2004,81,FL,32937,48,52,28,47,28,38.75,M,Yes,No
19,F,2004,79,LA,71111,43,50,39,38,28,38.75,M,Yes,No
18,F,2003,78,TX,76905,46,65,31,30,29,38.75,M,Yes,No
24,M,2004,75,CA,91913,33,30,60,40,25,38.75,M,Yes,No
20,M,2004,72,AE,09459,44,56,40,33,26,38.75,M,Yes,No
22,F,2005,85,AE,9717,56,43,40,33,39,38.75,D,Yes,No
39,M,2004,97,OK,73521,39,35,43,36,42,39,UNKNOWN,Yes,No
19,M,2003,93,FL,33015,42,55,38,33,30,39,UNKNOWN,Yes,No
20,M,2003,91,NV,89801,41,54,32,32,38,39,UNKNOWN,Yes,No
23,F,2003,87,NJ,7077,41,44,40,39,33,39,UNKNOWN,Yes,No
21,M,2003,84,NC,28325,47,55,33,41,27,39,UNKNOWN,Yes,No
19,M,2003,76,NY,11354,45,55,39,37,25,39,UNKNOWN,Yes,No
19,M,2003,73,MS,38821,42,40,41,44,31,39,UNKNOWN,Yes,No
19,M,2004,66,TX,75040,43,40,39,48,29,39,UNKNOWN,Yes,No
23,M,2004,95,IA,51106,32,46,35,22,53,39,S,Yes,No
18,F,2003,91,MT,59405,48,55,34,44,23,39,S,Yes,No
20,M,2004,90,AE,9123,43,41,40,49,26,39,S,Yes,No
18,F,2003,89,KS,66609,47,45,31,47,33,39,S,Yes,No
21,M,2004,87,KY,40272,35,31,36,39,50,39,S,Yes,No
24,M,2004,87,TX,79907,42,55,31,32,38,39,S,Yes,No
18,F,2004,85,TX,79925,36,45,54,32,25,39,S,Yes,No
19,M,2004,78,TX,76308,36,43,52,32,29,39,S,Yes,No
18,M,2004,77,FL,33015,41,46,40,37,33,39,S,Yes,No
18,F,2004,77,FL,32826,46,57,36,37,26,39,S,Yes,No
20,M,2004,74,IL,60436,40,37,47,47,25,39,S,Yes,No
21,M,2004,71,TX,76905,39,47,40,44,25,39,S,Yes,No
20,F,2003,92,NY,11727,37,49,33,30,44,39,M,Yes,No
25,F,2004,91,OK,74145,46,52,26,42,36,39,M,Yes,No
21,F,2004,90,MS,39507,41,37,31,49,39,39,M,Yes,No
20,M,2005,84,OH,43147,36,35,45,40,36,39,M,Yes,No
25,F,2004,83,GA,31088,39,50,17,47,42,39,M,Yes,No
23,M,2004,82,UT,84015,36,37,40,38,41,39,M,Yes,No
21,F,2003,82,OK,74145,39,34,35,42,45,39,M,Yes,No
18,M,2003,82,TX,79605,37,41,49,38,28,39,M,Yes,No
44,M,2005,80,TN,37122,34,37,33,44,42,39,M,Yes,No
20,F,2003,76,TX,79607,43,46,36,42,32,39,M,Yes,No
18,F,2004,75,WI,21222,42,43,40,44,29,39,M,Yes,No
18,M,2004,75,FL,33511,40,50,44,33,29,39,M,Yes,No
43,M,2004,92,PR,00908,37,44,43,33,36,39,D,Yes,No
19,F,2004,63,PA,18034,42,51,36,34,36,39.25,S,Yes,No
39,F,2003,90,NJ,07203,48,50,43,48,16,39.25,UNKNOWN,Yes,No
19,F,2003,89,LA,70634,40,50,40,33,34,39.25,UNKNOWN,Yes,No
21,M,2004,89,NJ,07733,40,42,45,26,44,39.25,UNKNOWN,Yes,No
19,M,2003,83,CA,94533,40,51,43,32,31,39.25,UNKNOWN,Yes,No
